"allele_id","allele_name","allele_type"
"S000001505-1-KanMX","cdc16-1","TS allele with KanMX marker"
"S000005762-td-KanMX","dfr1-td","TS allele with KanMX marker"
"S000005762-td-KanMX","dfr1-td","TS allele with KanMX marker"
"S000004306-1-KanMX","cdc3-1","TS allele with KanMX marker"
"S000004306-1-KanMX","cdc3-1","TS allele with KanMX marker"
"S000002187-14-KanMX","arp2-14","TS allele with KanMX marker"
"S000002187-14-KanMX","arp2-14","TS allele with KanMX marker"
"S000000291-1-KanMX","rfc5-1","TS allele with KanMX marker"
"S000000291-1-KanMX","rfc5-1","TS allele with KanMX marker"
"S000001324-10-KanMX","arc15-10","TS allele with KanMX marker"
"S000001324-10-KanMX","arc15-10","TS allele with KanMX marker"
"S000001885-1-KanMX","cdc4-1","TS allele with KanMX marker"
"S000001885-1-KanMX","cdc4-1","TS allele with KanMX marker"
"S000004603-1-KanMX","cdc5-1","TS allele with KanMX marker"
"S000004603-1-KanMX","cdc5-1","TS allele with KanMX marker"
"S000002175-1-KanMX","cdc7-1","TS allele with KanMX marker"
"S000002175-1-KanMX","cdc7-1","TS allele with KanMX marker"
"S000002379-1-KanMX","cdc13-1","TS allele with KanMX marker"
"S000002379-1-KanMX","cdc13-1","TS allele with KanMX marker"
"S000000072-2-KanMX","cdc15-2","TS allele with KanMX marker"
"S000000072-2-KanMX","cdc15-2","TS allele with KanMX marker"
"S000001505-1-KanMX","cdc16-1","TS allele with KanMX marker"
"S000001505-1-KanMX","cdc16-1","TS allele with KanMX marker"
"S000005762-td-KanMX","dfr1-td","TS allele with KanMX marker"
"S000005762-td-KanMX","dfr1-td","TS allele with KanMX marker"
"S000004306-1-KanMX","cdc3-1","TS allele with KanMX marker"
"S000004306-1-KanMX","cdc3-1","TS allele with KanMX marker"
"S000002187-14-KanMX","arp2-14","TS allele with KanMX marker"
"S000002187-14-KanMX","arp2-14","TS allele with KanMX marker"
"S000000291-1-KanMX","rfc5-1","TS allele with KanMX marker"
"S000000291-1-KanMX","rfc5-1","TS allele with KanMX marker"
"S000001324-10-KanMX","arc15-10","TS allele with KanMX marker"
"S000001324-10-KanMX","arc15-10","TS allele with KanMX marker"
"S000002604-1-KanMX","ydr196c-1","TS allele with KanMX marker"
"S000002604-1-KanMX","ydr196c-1","TS allele with KanMX marker"
"S000005783-1-KanMX","cdc31-1","TS allele with KanMX marker"
"S000005783-1-KanMX","cdc31-1","TS allele with KanMX marker"
"S000001672-15-KanMX","hym1-15","TS allele with KanMX marker"
"S000001672-15-KanMX","hym1-15","TS allele with KanMX marker"
"S000001501-1-KanMX","swd2-1","TS allele with KanMX marker"
"S000001501-1-KanMX","swd2-1","TS allele with KanMX marker"
"S000003826-31-KanMX","arp3-31","TS allele with KanMX marker"
"S000003826-31-KanMX","arp3-31","TS allele with KanMX marker"
"S000003234-4-KanMX","swc4-4","TS allele with KanMX marker"
"S000003234-4-KanMX","swc4-4","TS allele with KanMX marker"
"S000003633-1-KanMX","phs1-1","TS allele with KanMX marker"
"S000003633-1-KanMX","phs1-1","TS allele with KanMX marker"
"S000005046-12-KanMX","pol1-12","TS allele with KanMX marker"
"S000005046-12-KanMX","pol1-12","TS allele with KanMX marker"
"S000003084-1-KanMX","cdc20-1","TS allele with KanMX marker"
"S000003084-1-KanMX","cdc20-1","TS allele with KanMX marker"
"S000000595-5-KanMX","cdc10-5","TS allele with KanMX marker"
"S000000595-5-KanMX","cdc10-5","TS allele with KanMX marker"
"S000006385-1-KanMX","sec23-1","TS allele with KanMX marker"
"S000006385-1-KanMX","sec23-1","TS allele with KanMX marker"
"S000002604-1-KanMX","ydr196c-1","TS allele with KanMX marker"
"S000002604-1-KanMX","ydr196c-1","TS allele with KanMX marker"
"S000005783-1-KanMX","cdc31-1","TS allele with KanMX marker"
"S000005783-1-KanMX","cdc31-1","TS allele with KanMX marker"
"S000001672-15-KanMX","hym1-15","TS allele with KanMX marker"
"S000001672-15-KanMX","hym1-15","TS allele with KanMX marker"
"S000001501-1-KanMX","swd2-1","TS allele with KanMX marker"
"S000001501-1-KanMX","swd2-1","TS allele with KanMX marker"
"S000003826-31-KanMX","arp3-31","TS allele with KanMX marker"
"S000003826-31-KanMX","arp3-31","TS allele with KanMX marker"
"S000003234-4-KanMX","swc4-4","TS allele with KanMX marker"
"S000003234-4-KanMX","swc4-4","TS allele with KanMX marker"
"S000003633-1-KanMX","phs1-1","TS allele with KanMX marker"
"S000003633-1-KanMX","phs1-1","TS allele with KanMX marker"
"S000005046-12-KanMX","pol1-12","TS allele with KanMX marker"
"S000005046-12-KanMX","pol1-12","TS allele with KanMX marker"
"S000003084-1-KanMX","cdc20-1","TS allele with KanMX marker"
"S000003084-1-KanMX","cdc20-1","TS allele with KanMX marker"
"S000000595-5-KanMX","cdc10-5","TS allele with KanMX marker"
"S000000595-5-KanMX","cdc10-5","TS allele with KanMX marker"
"S000006385-1-KanMX","sec23-1","TS allele with KanMX marker"
"S000006385-1-KanMX","sec23-1","TS allele with KanMX marker"
"S000005166-2-KanMX","ssu72-2","TS allele with KanMX marker"
"S000005166-2-KanMX","ssu72-2","TS allele with KanMX marker"
"S000002616-102-KanMX","mss4-102","TS allele with KanMX marker"
"S000002616-102-KanMX","mss4-102","TS allele with KanMX marker"
"S000001855-108-KanMX","act1-108","TS allele with KanMX marker"
"S000001855-108-KanMX","act1-108","TS allele with KanMX marker"
"S000005862-1-KanMX","ala1-1","TS allele with KanMX marker"
"S000005862-1-KanMX","ala1-1","TS allele with KanMX marker"
"S000003016-1-KanMX","rpt6-1","TS allele with KanMX marker"
"S000003016-1-KanMX","rpt6-1","TS allele with KanMX marker"
"S000003016-20-KanMX","rpt6-20","TS allele with KanMX marker"
"S000003016-20-KanMX","rpt6-20","TS allele with KanMX marker"
"S000004061-100-KanMX","rgr1-100","TS allele with KanMX marker"
"S000004061-100-KanMX","rgr1-100","TS allele with KanMX marker"
"S000001855-105-KanMX","act1-105","TS allele with KanMX marker"
"S000001855-105-KanMX","act1-105","TS allele with KanMX marker"
"S000001855-159-KanMX","act1-159","TS allele with KanMX marker"
"S000001855-159-KanMX","act1-159","TS allele with KanMX marker"
"S000001855-121-KanMX","act1-121","TS allele with KanMX marker"
"S000001855-121-KanMX","act1-121","TS allele with KanMX marker"
"S000005707-1-KanMX","las17-1","TS allele with KanMX marker"
"S000005707-1-KanMX","las17-1","TS allele with KanMX marker"
"S000005166-2-KanMX","ssu72-2","TS allele with KanMX marker"
"S000005166-2-KanMX","ssu72-2","TS allele with KanMX marker"
"S000002616-102-KanMX","mss4-102","TS allele with KanMX marker"
"S000002616-102-KanMX","mss4-102","TS allele with KanMX marker"
"S000001855-108-KanMX","act1-108","TS allele with KanMX marker"
"S000001855-108-KanMX","act1-108","TS allele with KanMX marker"
"S000005862-1-KanMX","ala1-1","TS allele with KanMX marker"
"S000005862-1-KanMX","ala1-1","TS allele with KanMX marker"
"S000003016-1-KanMX","rpt6-1","TS allele with KanMX marker"
"S000003016-1-KanMX","rpt6-1","TS allele with KanMX marker"
"S000003016-20-KanMX","rpt6-20","TS allele with KanMX marker"
"S000003016-20-KanMX","rpt6-20","TS allele with KanMX marker"
"S000004061-100-KanMX","rgr1-100","TS allele with KanMX marker"
"S000004061-100-KanMX","rgr1-100","TS allele with KanMX marker"
"S000001855-105-KanMX","act1-105","TS allele with KanMX marker"
"S000001855-105-KanMX","act1-105","TS allele with KanMX marker"
"S000001855-159-KanMX","act1-159","TS allele with KanMX marker"
"S000001855-159-KanMX","act1-159","TS allele with KanMX marker"
"S000001855-121-KanMX","act1-121","TS allele with KanMX marker"
"S000001855-121-KanMX","act1-121","TS allele with KanMX marker"
"S000005707-1-KanMX","las17-1","TS allele with KanMX marker"
"S000005707-1-KanMX","las17-1","TS allele with KanMX marker"
"S000005574-1-KanMX","rat1-1","TS allele with KanMX marker"
"S000005574-1-KanMX","rat1-1","TS allele with KanMX marker"
"S000006307-1-KanMX","pre2-1","TS allele with KanMX marker"
"S000006307-1-KanMX","pre2-1","TS allele with KanMX marker"
"S000006307-127-KanMX","pre2-127","TS allele with KanMX marker"
"S000006307-127-KanMX","pre2-127","TS allele with KanMX marker"
"S000006307-2-KanMX","pre2-2","TS allele with KanMX marker"
"S000006307-2-KanMX","pre2-2","TS allele with KanMX marker"
"S000006307-75-KanMX","pre2-75","TS allele with KanMX marker"
"S000006307-75-KanMX","pre2-75","TS allele with KanMX marker"
"S000006307-v214a-KanMX","pre2-v214a","TS allele with KanMX marker"
"S000006307-v214a-KanMX","pre2-v214a","TS allele with KanMX marker"
"S000006081-ts-KanMX","cdc60-ts","TS allele with KanMX marker"
"S000006081-ts-KanMX","cdc60-ts","TS allele with KanMX marker"
"S000000339-35-KanMX","cks1-35","TS allele with KanMX marker"
"S000000339-35-KanMX","cks1-35","TS allele with KanMX marker"
"S000005707-13-KanMX","las17-13","TS allele with KanMX marker"
"S000005707-13-KanMX","las17-13","TS allele with KanMX marker"
"S000005574-1-KanMX","rat1-1","TS allele with KanMX marker"
"S000005574-1-KanMX","rat1-1","TS allele with KanMX marker"
"S000006307-1-KanMX","pre2-1","TS allele with KanMX marker"
"S000006307-1-KanMX","pre2-1","TS allele with KanMX marker"
"S000006307-127-KanMX","pre2-127","TS allele with KanMX marker"
"S000006307-127-KanMX","pre2-127","TS allele with KanMX marker"
"S000006307-2-KanMX","pre2-2","TS allele with KanMX marker"
"S000006307-2-KanMX","pre2-2","TS allele with KanMX marker"
"S000006307-75-KanMX","pre2-75","TS allele with KanMX marker"
"S000006307-75-KanMX","pre2-75","TS allele with KanMX marker"
"S000006307-v214a-KanMX","pre2-v214a","TS allele with KanMX marker"
"S000006307-v214a-KanMX","pre2-v214a","TS allele with KanMX marker"
"S000006081-ts-KanMX","cdc60-ts","TS allele with KanMX marker"
"S000006081-ts-KanMX","cdc60-ts","TS allele with KanMX marker"
"S000000339-35-KanMX","cks1-35","TS allele with KanMX marker"
"S000000339-35-KanMX","cks1-35","TS allele with KanMX marker"
"S000005707-13-KanMX","las17-13","TS allele with KanMX marker"
"S000005707-13-KanMX","las17-13","TS allele with KanMX marker"
"S000001924-8-KanMX","cdc14-8","TS allele with KanMX marker"
"S000001924-8-KanMX","cdc14-8","TS allele with KanMX marker"
"S000005600-1-KanMX","cdc21-1","TS allele with KanMX marker"
"S000005600-1-KanMX","cdc21-1","TS allele with KanMX marker"
"S000002918-331-KanMX","smt3-331","TS allele with KanMX marker"
"S000002918-331-KanMX","smt3-331","TS allele with KanMX marker"
"S000003556-7-KanMX","mps3-7","TS allele with KanMX marker"
"S000003556-7-KanMX","mps3-7","TS allele with KanMX marker"
"S000006238-e411k-KanMX","arp7-e411k","TS allele with KanMX marker"
"S000006238-e411k-KanMX","arp7-e411k","TS allele with KanMX marker"
"S000001388-3-KanMX","sth1-3","TS allele with KanMX marker"
"S000001388-3-KanMX","sth1-3","TS allele with KanMX marker"
"S000005730-f144c-KanMX","ded1-f144c","TS allele with KanMX marker"
"S000005730-f144c-KanMX","ded1-f144c","TS allele with KanMX marker"
"S000000347-ts-KanMX","sup45-ts","TS allele with KanMX marker"
"S000000347-ts-KanMX","sup45-ts","TS allele with KanMX marker"
"S000002165-rf-KanMX","rpt2-rf","TS allele with KanMX marker"
"S000002165-rf-KanMX","rpt2-rf","TS allele with KanMX marker"
"S000001859-14-KanMX","mob2-14","TS allele with KanMX marker"
"S000001859-14-KanMX","mob2-14","TS allele with KanMX marker"
"S000001859-28-KanMX","mob2-28","TS allele with KanMX marker"
"S000001859-28-KanMX","mob2-28","TS allele with KanMX marker"
"S000001924-8-KanMX","cdc14-8","TS allele with KanMX marker"
"S000001924-8-KanMX","cdc14-8","TS allele with KanMX marker"
"S000005600-1-KanMX","cdc21-1","TS allele with KanMX marker"
"S000005600-1-KanMX","cdc21-1","TS allele with KanMX marker"
"S000002918-331-KanMX","smt3-331","TS allele with KanMX marker"
"S000002918-331-KanMX","smt3-331","TS allele with KanMX marker"
"S000003556-7-KanMX","mps3-7","TS allele with KanMX marker"
"S000003556-7-KanMX","mps3-7","TS allele with KanMX marker"
"S000006238-e411k-KanMX","arp7-e411k","TS allele with KanMX marker"
"S000006238-e411k-KanMX","arp7-e411k","TS allele with KanMX marker"
"S000001388-3-KanMX","sth1-3","TS allele with KanMX marker"
"S000001388-3-KanMX","sth1-3","TS allele with KanMX marker"
"S000005730-f144c-KanMX","ded1-f144c","TS allele with KanMX marker"
"S000005730-f144c-KanMX","ded1-f144c","TS allele with KanMX marker"
"S000000347-ts-KanMX","sup45-ts","TS allele with KanMX marker"
"S000000347-ts-KanMX","sup45-ts","TS allele with KanMX marker"
"S000002165-rf-KanMX","rpt2-rf","TS allele with KanMX marker"
"S000002165-rf-KanMX","rpt2-rf","TS allele with KanMX marker"
"S000001859-14-KanMX","mob2-14","TS allele with KanMX marker"
"S000001859-14-KanMX","mob2-14","TS allele with KanMX marker"
"S000001859-28-KanMX","mob2-28","TS allele with KanMX marker"
"S000001859-28-KanMX","mob2-28","TS allele with KanMX marker"
"S000003331-15-KanMX","tel2-15","TS allele with KanMX marker"
"S000003331-15-KanMX","tel2-15","TS allele with KanMX marker"
"S000001859-19-KanMX","mob2-19","TS allele with KanMX marker"
"S000001859-19-KanMX","mob2-19","TS allele with KanMX marker"
"S000001859-20-KanMX","mob2-20","TS allele with KanMX marker"
"S000001859-20-KanMX","mob2-20","TS allele with KanMX marker"
"S000005005-10-KanMX","nop2-10","TS allele with KanMX marker"
"S000005005-10-KanMX","nop2-10","TS allele with KanMX marker"
"S000004607-18-KanMX","taf4-18","TS allele with KanMX marker"
"S000004607-18-KanMX","taf4-18","TS allele with KanMX marker"
"S000005483-7-KanMX","hrp1-7","TS allele with KanMX marker"
"S000005483-7-KanMX","hrp1-7","TS allele with KanMX marker"
"S000005572-2-KanMX","dbp5-2","TS allele with KanMX marker"
"S000005572-2-KanMX","dbp5-2","TS allele with KanMX marker"
"S000006237-1-KanMX","hts1-1","TS allele with KanMX marker"
"S000006237-1-KanMX","hts1-1","TS allele with KanMX marker"
"S000004205-4-KanMX","cdc123-4","TS allele with KanMX marker"
"S000004205-4-KanMX","cdc123-4","TS allele with KanMX marker"
"S000001308-9-KanMX","met30-9","TS allele with KanMX marker"
"S000001308-9-KanMX","met30-9","TS allele with KanMX marker"
"S000001308-6-KanMX","met30-6","TS allele with KanMX marker"
"S000001308-6-KanMX","met30-6","TS allele with KanMX marker"
"S000003331-15-KanMX","tel2-15","TS allele with KanMX marker"
"S000003331-15-KanMX","tel2-15","TS allele with KanMX marker"
"S000001859-19-KanMX","mob2-19","TS allele with KanMX marker"
"S000001859-19-KanMX","mob2-19","TS allele with KanMX marker"
"S000001859-20-KanMX","mob2-20","TS allele with KanMX marker"
"S000001859-20-KanMX","mob2-20","TS allele with KanMX marker"
"S000005005-10-KanMX","nop2-10","TS allele with KanMX marker"
"S000005005-10-KanMX","nop2-10","TS allele with KanMX marker"
"S000004607-18-KanMX","taf4-18","TS allele with KanMX marker"
"S000004607-18-KanMX","taf4-18","TS allele with KanMX marker"
"S000005483-7-KanMX","hrp1-7","TS allele with KanMX marker"
"S000005483-7-KanMX","hrp1-7","TS allele with KanMX marker"
"S000005572-2-KanMX","dbp5-2","TS allele with KanMX marker"
"S000005572-2-KanMX","dbp5-2","TS allele with KanMX marker"
"S000006237-1-KanMX","hts1-1","TS allele with KanMX marker"
"S000006237-1-KanMX","hts1-1","TS allele with KanMX marker"
"S000004205-4-KanMX","cdc123-4","TS allele with KanMX marker"
"S000004205-4-KanMX","cdc123-4","TS allele with KanMX marker"
"S000001308-9-KanMX","met30-9","TS allele with KanMX marker"
"S000001308-9-KanMX","met30-9","TS allele with KanMX marker"
"S000001308-6-KanMX","met30-6","TS allele with KanMX marker"
"S000001308-6-KanMX","met30-6","TS allele with KanMX marker"
"S000000130-7-KanMX","stu1-7","TS allele with KanMX marker"
"S000000130-7-KanMX","stu1-7","TS allele with KanMX marker"
"S000002868-ts-KanMX","tfb3-ts","TS allele with KanMX marker"
"S000002868-ts-KanMX","tfb3-ts","TS allele with KanMX marker"
"S000004313-1-KanMX","sfh1-1","TS allele with KanMX marker"
"S000004313-1-KanMX","sfh1-1","TS allele with KanMX marker"
"S000005700-54-KanMX","med4-54","TS allele with KanMX marker"
"S000005700-54-KanMX","med4-54","TS allele with KanMX marker"
"S000003065-ts-KanMX","srm1-ts","TS allele with KanMX marker"
"S000003065-ts-KanMX","srm1-ts","TS allele with KanMX marker"
"S000002574-ts34-KanMX","taf10-ts34","TS allele with KanMX marker"
"S000002574-ts34-KanMX","taf10-ts34","TS allele with KanMX marker"
"S000000970-1-KanMX","cca1-1","TS allele with KanMX marker"
"S000000970-1-KanMX","cca1-1","TS allele with KanMX marker"
"S000003954-4-KanMX","gpi13-4","TS allele with KanMX marker"
"S000003954-4-KanMX","gpi13-4","TS allele with KanMX marker"
"S000005483-1-KanMX","hrp1-1","TS allele with KanMX marker"
"S000005483-1-KanMX","hrp1-1","TS allele with KanMX marker"
"S000000130-7-KanMX","stu1-7","TS allele with KanMX marker"
"S000000130-7-KanMX","stu1-7","TS allele with KanMX marker"
"S000002868-ts-KanMX","tfb3-ts","TS allele with KanMX marker"
"S000002868-ts-KanMX","tfb3-ts","TS allele with KanMX marker"
"S000004313-1-KanMX","sfh1-1","TS allele with KanMX marker"
"S000004313-1-KanMX","sfh1-1","TS allele with KanMX marker"
"S000005700-54-KanMX","med4-54","TS allele with KanMX marker"
"S000005700-54-KanMX","med4-54","TS allele with KanMX marker"
"S000003065-ts-KanMX","srm1-ts","TS allele with KanMX marker"
"S000003065-ts-KanMX","srm1-ts","TS allele with KanMX marker"
"S000002574-ts34-KanMX","taf10-ts34","TS allele with KanMX marker"
"S000002574-ts34-KanMX","taf10-ts34","TS allele with KanMX marker"
"S000000970-1-KanMX","cca1-1","TS allele with KanMX marker"
"S000000970-1-KanMX","cca1-1","TS allele with KanMX marker"
"S000003954-4-KanMX","gpi13-4","TS allele with KanMX marker"
"S000003954-4-KanMX","gpi13-4","TS allele with KanMX marker"
"S000005483-1-KanMX","hrp1-1","TS allele with KanMX marker"
"S000005483-1-KanMX","hrp1-1","TS allele with KanMX marker"
"S000002290-1-KanMX","cdc53-1","TS allele with KanMX marker"
"S000002290-1-KanMX","cdc53-1","TS allele with KanMX marker"
"S000002242-1-KanMX","sub2-1","TS allele with KanMX marker"
"S000002242-1-KanMX","sub2-1","TS allele with KanMX marker"
"S000003330-1-KanMX","esp1-1","TS allele with KanMX marker"
"S000003330-1-KanMX","esp1-1","TS allele with KanMX marker"
"S000003404-4-KanMX","yip1-4","TS allele with KanMX marker"
"S000003404-4-KanMX","yip1-4","TS allele with KanMX marker"
"S000003404-40-KanMX","yip1-40","TS allele with KanMX marker"
"S000003404-40-KanMX","yip1-40","TS allele with KanMX marker"
"S000004513-1-KanMX","rse1-1","TS allele with KanMX marker"
"S000004513-1-KanMX","rse1-1","TS allele with KanMX marker"
"S000006187-2-KanMX","dim1-2","TS allele with KanMX marker"
"S000006187-2-KanMX","dim1-2","TS allele with KanMX marker"
"S000002290-1-KanMX","cdc53-1","TS allele with KanMX marker"
"S000002290-1-KanMX","cdc53-1","TS allele with KanMX marker"
"S000002242-1-KanMX","sub2-1","TS allele with KanMX marker"
"S000002242-1-KanMX","sub2-1","TS allele with KanMX marker"
"S000003330-1-KanMX","esp1-1","TS allele with KanMX marker"
"S000003330-1-KanMX","esp1-1","TS allele with KanMX marker"
"S000003404-4-KanMX","yip1-4","TS allele with KanMX marker"
"S000003404-4-KanMX","yip1-4","TS allele with KanMX marker"
"S000003404-40-KanMX","yip1-40","TS allele with KanMX marker"
"S000003404-40-KanMX","yip1-40","TS allele with KanMX marker"
"S000004513-1-KanMX","rse1-1","TS allele with KanMX marker"
"S000004513-1-KanMX","rse1-1","TS allele with KanMX marker"
"S000006187-2-KanMX","dim1-2","TS allele with KanMX marker"
"S000006187-2-KanMX","dim1-2","TS allele with KanMX marker"
"S000000003-4-KanMX","efb1-4","TS allele with KanMX marker"
"S000000003-4-KanMX","efb1-4","TS allele with KanMX marker"
"S000002457-1670-KanMX","tpi1-1670","TS allele with KanMX marker"
"S000002457-1670-KanMX","tpi1-1670","TS allele with KanMX marker"
"S000001587-97-KanMX","gfa1-97","TS allele with KanMX marker"
"S000001587-97-KanMX","gfa1-97","TS allele with KanMX marker"
"S000000283-1-KanMX","rpg1-1","TS allele with KanMX marker"
"S000000283-1-KanMX","rpg1-1","TS allele with KanMX marker"
"S000002263-ts1-KanMX","nse4-ts1","TS allele with KanMX marker"
"S000002263-ts1-KanMX","nse4-ts1","TS allele with KanMX marker"
"S000002263-ts3-KanMX","nse4-ts3","TS allele with KanMX marker"
"S000002263-ts3-KanMX","nse4-ts3","TS allele with KanMX marker"
"S000002263-ts4-KanMX","nse4-ts4","TS allele with KanMX marker"
"S000002263-ts4-KanMX","nse4-ts4","TS allele with KanMX marker"
"S000000003-4-KanMX","efb1-4","TS allele with KanMX marker"
"S000000003-4-KanMX","efb1-4","TS allele with KanMX marker"
"S000002457-1670-KanMX","tpi1-1670","TS allele with KanMX marker"
"S000002457-1670-KanMX","tpi1-1670","TS allele with KanMX marker"
"S000001587-97-KanMX","gfa1-97","TS allele with KanMX marker"
"S000001587-97-KanMX","gfa1-97","TS allele with KanMX marker"
"S000000283-1-KanMX","rpg1-1","TS allele with KanMX marker"
"S000000283-1-KanMX","rpg1-1","TS allele with KanMX marker"
"S000002263-ts1-KanMX","nse4-ts1","TS allele with KanMX marker"
"S000002263-ts1-KanMX","nse4-ts1","TS allele with KanMX marker"
"S000002263-ts3-KanMX","nse4-ts3","TS allele with KanMX marker"
"S000002263-ts3-KanMX","nse4-ts3","TS allele with KanMX marker"
"S000002263-ts4-KanMX","nse4-ts4","TS allele with KanMX marker"
"S000002263-ts4-KanMX","nse4-ts4","TS allele with KanMX marker"
"S000001933-ts16-KanMX","rsc8-ts16","TS allele with KanMX marker"
"S000001933-ts16-KanMX","rsc8-ts16","TS allele with KanMX marker"
"S000001933-ts21-KanMX","rsc8-ts21","TS allele with KanMX marker"
"S000001933-ts21-KanMX","rsc8-ts21","TS allele with KanMX marker"
"S000001130-1-KanMX","rpf1-1","TS allele with KanMX marker"
"S000001130-1-KanMX","rpf1-1","TS allele with KanMX marker"
"S000001409-ts4-KanMX","sln1-ts4","TS allele with KanMX marker"
"S000001409-ts4-KanMX","sln1-ts4","TS allele with KanMX marker"
"S000001535-3-KanMX","ask1-3","TS allele with KanMX marker"
"S000001535-3-KanMX","ask1-3","TS allele with KanMX marker"
"S000001535-2-KanMX","ask1-2","TS allele with KanMX marker"
"S000001535-2-KanMX","ask1-2","TS allele with KanMX marker"
"S000001933-ts16-KanMX","rsc8-ts16","TS allele with KanMX marker"
"S000001933-ts16-KanMX","rsc8-ts16","TS allele with KanMX marker"
"S000001933-ts21-KanMX","rsc8-ts21","TS allele with KanMX marker"
"S000001933-ts21-KanMX","rsc8-ts21","TS allele with KanMX marker"
"S000001130-1-KanMX","rpf1-1","TS allele with KanMX marker"
"S000001130-1-KanMX","rpf1-1","TS allele with KanMX marker"
"S000001409-ts4-KanMX","sln1-ts4","TS allele with KanMX marker"
"S000001409-ts4-KanMX","sln1-ts4","TS allele with KanMX marker"
"S000001535-3-KanMX","ask1-3","TS allele with KanMX marker"
"S000001535-3-KanMX","ask1-3","TS allele with KanMX marker"
"S000001535-2-KanMX","ask1-2","TS allele with KanMX marker"
"S000001535-2-KanMX","ask1-2","TS allele with KanMX marker"
"S000006337-k192n-KanMX","spn1-k192n","TS allele with KanMX marker"
"S000006337-k192n-KanMX","spn1-k192n","TS allele with KanMX marker"
"S000002845-2-xh-KanMX","gpi19-2-xh","TS allele with KanMX marker"
"S000002845-2-xh-KanMX","gpi19-2-xh","TS allele with KanMX marker"
"S000002263-ts2-KanMX","nse4-ts2","TS allele with KanMX marker"
"S000002263-ts2-KanMX","nse4-ts2","TS allele with KanMX marker"
"S000002845-2-KanMX","gpi19-2","TS allele with KanMX marker"
"S000002845-2-KanMX","gpi19-2","TS allele with KanMX marker"
"S000000189-182-KanMX","rox3-182","TS allele with KanMX marker"
"S000000189-182-KanMX","rox3-182","TS allele with KanMX marker"
"S000002596-18-KanMX","cct6-18","TS allele with KanMX marker"
"S000002596-18-KanMX","cct6-18","TS allele with KanMX marker"
"S000001100-ts-KanMX","med6-ts","TS allele with KanMX marker"
"S000001100-ts-KanMX","med6-ts","TS allele with KanMX marker"
"S000004176-1-KanMX","emg1-1","TS allele with KanMX marker"
"S000004176-1-KanMX","emg1-1","TS allele with KanMX marker"
"S000006337-k192n-KanMX","spn1-k192n","TS allele with KanMX marker"
"S000006337-k192n-KanMX","spn1-k192n","TS allele with KanMX marker"
"S000002845-2-xh-KanMX","gpi19-2-xh","TS allele with KanMX marker"
"S000002845-2-xh-KanMX","gpi19-2-xh","TS allele with KanMX marker"
"S000002263-ts2-KanMX","nse4-ts2","TS allele with KanMX marker"
"S000002263-ts2-KanMX","nse4-ts2","TS allele with KanMX marker"
"S000002845-2-KanMX","gpi19-2","TS allele with KanMX marker"
"S000002845-2-KanMX","gpi19-2","TS allele with KanMX marker"
"S000000189-182-KanMX","rox3-182","TS allele with KanMX marker"
"S000000189-182-KanMX","rox3-182","TS allele with KanMX marker"
"S000002596-18-KanMX","cct6-18","TS allele with KanMX marker"
"S000002596-18-KanMX","cct6-18","TS allele with KanMX marker"
"S000001100-ts-KanMX","med6-ts","TS allele with KanMX marker"
"S000001100-ts-KanMX","med6-ts","TS allele with KanMX marker"
"S000004176-1-KanMX","emg1-1","TS allele with KanMX marker"
"S000004176-1-KanMX","emg1-1","TS allele with KanMX marker"
"S000004422-1-KanMX","sen1-1","TS allele with KanMX marker"
"S000004422-1-KanMX","sen1-1","TS allele with KanMX marker"
"S000005504-101-KanMX","nop8-101","TS allele with KanMX marker"
"S000005504-101-KanMX","nop8-101","TS allele with KanMX marker"
"S000004012-vma1-ts-KanMX","sdo1-vma1-ts","TS allele with KanMX marker"
"S000004012-vma1-ts-KanMX","sdo1-vma1-ts","TS allele with KanMX marker"
"S000006365-23-KanMX","sgv1-23","TS allele with KanMX marker"
"S000006365-23-KanMX","sgv1-23","TS allele with KanMX marker"
"S000006365-80-KanMX","sgv1-80","TS allele with KanMX marker"
"S000006365-80-KanMX","sgv1-80","TS allele with KanMX marker"
"S000006365-35-KanMX","sgv1-35","TS allele with KanMX marker"
"S000006365-35-KanMX","sgv1-35","TS allele with KanMX marker"
"S000005381-1-KanMX","dis3-1","TS allele with KanMX marker"
"S000005381-1-KanMX","dis3-1","TS allele with KanMX marker"
"S000001507-4-KanMX","ura6-4","TS allele with KanMX marker"
"S000001507-4-KanMX","ura6-4","TS allele with KanMX marker"
"S000001507-5-KanMX","ura6-5","TS allele with KanMX marker"
"S000001507-5-KanMX","ura6-5","TS allele with KanMX marker"
"S000004422-1-KanMX","sen1-1","TS allele with KanMX marker"
"S000004422-1-KanMX","sen1-1","TS allele with KanMX marker"
"S000005504-101-KanMX","nop8-101","TS allele with KanMX marker"
"S000005504-101-KanMX","nop8-101","TS allele with KanMX marker"
"S000004012-vma1-ts-KanMX","sdo1-vma1-ts","TS allele with KanMX marker"
"S000004012-vma1-ts-KanMX","sdo1-vma1-ts","TS allele with KanMX marker"
"S000006365-23-KanMX","sgv1-23","TS allele with KanMX marker"
"S000006365-23-KanMX","sgv1-23","TS allele with KanMX marker"
"S000006365-80-KanMX","sgv1-80","TS allele with KanMX marker"
"S000006365-80-KanMX","sgv1-80","TS allele with KanMX marker"
"S000006365-35-KanMX","sgv1-35","TS allele with KanMX marker"
"S000006365-35-KanMX","sgv1-35","TS allele with KanMX marker"
